"playerID.1","playerID.2","playerID.3","Total_Salary","Total_AB","Total_OBP"
"abreubo01","boonebr01","suzukic01",13899667,1903,1.14720007245931
"boonebr01","glaustr01","suzukic01",10166667,1903,1.12096580178648
"beltrca01","ordonma01","suzukic01",9841667,1902,1.12528900518893
"boonebr01","heltoto01","suzukic01",13866667,1902,1.1853888396274
"ordonma01","pierrju01","suzukic01",9631667,1902,1.1411678915315
"berkmla01","suzukic01","vinafe01",10305000,1900,1.16832694632971
"aurilri01","boonebr01","stewash01",8683333,1899,1.11212761036543
"beltrca01","pujolal01","suzukic01",6291667,1899,1.14673184892685
"biggicr01","pujolal01","suzukic01",13616667,1899,1.16658219082352
"pierrju01","pujolal01","suzukic01",6081667,1899,1.16261073526943
"abreubo01","beltrca01","suzukic01",11074667,1897,1.1372347950548
"abreubo01","pierrju01","suzukic01",10864667,1897,1.15311368139737
"beltrca01","glaustr01","suzukic01",7341667,1897,1.11100052438197
"biggicr01","glaustr01","suzukic01",14666667,1897,1.13085086627864
"boonebr01","eckstda01","suzukic01",9116667,1897,1.10867243497334
"glaustr01","pierrju01","suzukic01",7131667,1897,1.12687941072454
"beltrca01","heltoto01","suzukic01",11041667,1896,1.17542356222288
"heltoto01","pierrju01","suzukic01",10831667,1896,1.19130244856546
"boonebr01","stewash01","vinafe01",9766666,1894,1.09994594418679
"gonzalu01","ordonma01","suzukic01",14250000,1894,1.19156293744224
"koskico01","stewash01","suzukic01",8150000,1894,1.1146270931526
"aurilri01","beltrca01","stewash01",5858333,1893,1.10216233296092
"aurilri01","biggicr01","stewash01",13183333,1893,1.12201267485759
"aurilri01","pierrju01","stewash01",5648333,1893,1.11804121930349
"berkmla01","boonebr01","suzukic01",9221667,1892,1.18396672150794
"beltrca01","eckstda01","suzukic01",6291667,1891,1.09870715756883
"biggicr01","eckstda01","suzukic01",13616667,1891,1.1185574994655
"eckstda01","pierrju01","suzukic01",6081667,1891,1.1145860439114
"gonzalu01","pujolal01","suzukic01",10700000,1891,1.21300578118017
"stewash01","suzukic01","sweenmi01",12850000,1891,1.12654107028187
"aurilri01","boonebr01","vinafe01",10833333,1890,1.09769043699006
"aurilri01","koskico01","suzukic01",9216667,1890,1.11237158595587
"glaustr01","gonzalu01","suzukic01",11750000,1889,1.17727445663528
"kentje01","pujolal01","suzukic01",11866667,1889,1.15368722617196
"biggicr01","stewash01","vinafe01",14266666,1888,1.10983100867895
"pierrju01","stewash01","vinafe01",6731666,1888,1.10585955312485
"aurilri01","suzukic01","sweenmi01",13916667,1887,1.12428556308513
"floydcl01","stewash01","suzukic01",13350000,1887,1.14203871577858
"glaustr01","kentje01","suzukic01",12916667,1887,1.11795590162707
"beltrca01","berkmla01","suzukic01",6396667,1886,1.17400144410343
"berkmla01","biggicr01","suzukic01",13721667,1886,1.1938517860001
"berkmla01","pierrju01","suzukic01",6186667,1886,1.189880330446
"rolensc01","stewash01","suzukic01",13350000,1886,1.13078577289786
"aurilri01","gonzalu01","stewash01",10266666,1885,1.16843626521423
"beltrca01","gilesbr02","suzukic01",13425000,1885,1.14732971682443
"gilesbr02","pierrju01","suzukic01",13215000,1885,1.163208603167
"koskico01","suzukic01","vinafe01",10300000,1885,1.10018991977723
"alomaro01","beltrca01","suzukic01",13841667,1884,1.15843954464653
"alomaro01","pierrju01","suzukic01",13631667,1884,1.1743184309891
"aurilri01","pierrju01","vinafe01",7798333,1884,1.10360404592812
"aurilri01","floydcl01","suzukic01",14416667,1883,1.13978320858185
"aurilri01","kentje01","stewash01",11433333,1883,1.10911771020602
"eckstda01","gonzalu01","suzukic01",10700000,1883,1.16498108982214
"aurilri01","rolensc01","suzukic01",14416667,1882,1.12853026570112
"bagweje01","pujolal01","suzukic01",12366667,1882,1.18192389235769
"palmera01","pujolal01","suzukic01",14866667,1882,1.16538673356112
"suzukic01","sweenmi01","vinafe01",15000000,1882,1.1121038969065
"beltrca01","olerujo01","suzukic01",12791667,1881,1.14494882696684
"eckstda01","kentje01","suzukic01",11866667,1881,1.10566253481393
"guerrvl01","pujolal01","suzukic01",11866667,1881,1.16148353293661
"olerujo01","pierrju01","suzukic01",12581667,1881,1.16082771330941
"bagweje01","glaustr01","suzukic01",13416667,1880,1.14619256781281
"beltrca01","boonebr01","stewash01",5858333,1880,1.10562044196051
"biggicr01","boonebr01","stewash01",13183333,1880,1.12547078385718
"boonebr01","pierrju01","stewash01",5648333,1880,1.12149932830309
"gonzalu01","stewash01","vinafe01",11349999,1880,1.1562545990356
"glaustr01","guerrvl01","suzukic01",12916667,1879,1.12575220839172
"berkmla01","gonzalu01","suzukic01",10805000,1878,1.24027537635674
"kentje01","stewash01","vinafe01",12516666,1878,1.09693604402739
"nevinph01","stewash01","suzukic01",9475000,1878,1.14035207438606
"boonebr01","koskico01","suzukic01",9216667,1877,1.11582969495546
"aurilri01","bagweje01","stewash01",11933333,1876,1.13735437639176
"aurilri01","beltrca01","boonebr01",6925000,1876,1.10336493476377
"aurilri01","biggicr01","boonebr01",14250000,1876,1.12321527666044
"aurilri01","boonebr01","pierrju01",6715000,1876,1.11924382110635
"aurilri01","gonzalu01","vinafe01",12416666,1876,1.15399909183886
"aurilri01","palmera01","stewash01",14433333,1876,1.12081721759518
"beltrca01","greensh01","stewash01",14775000,1876,1.10568291788125
"berkmla01","kentje01","suzukic01",11971667,1876,1.18095682134853
"greensh01","pierrju01","stewash01",14565000,1876,1.12156180422382
"aurilri01","guerrvl01","stewash01",11433333,1875,1.11691401697067
"mientdo01","stewash01","suzukic01",8065000,1875,1.13911303121411
"ordonma01","pujolal01","suzukic01",9616667,1875,1.16595447183378
"aurilri01","kentje01","vinafe01",13583333,1874,1.09468053683065
"aurilri01","nevinph01","suzukic01",10541667,1874,1.13809656718932
"bagweje01","eckstda01","suzukic01",12366667,1874,1.13389920099967
"beltrca01","biggicr01","stewash01",10358333,1874,1.11550550645267
"beltrca01","pierrju01","stewash01",2823333,1874,1.11153405089857
"biggicr01","pierrju01","stewash01",10148333,1874,1.13138439279524
"boonebr01","suzukic01","sweenmi01",13916667,1874,1.12774367208473
"eckstda01","palmera01","suzukic01",14866667,1874,1.1173620422031
"grievbe01","stewash01","suzukic01",10600000,1874,1.12498852557181
"abreubo01","ordonma01","suzukic01",14399667,1873,1.15645741796172
"eckstda01","guerrvl01","suzukic01",11866667,1873,1.11345884157858
"glaustr01","ordonma01","suzukic01",10666667,1873,1.13022314728889
"higgibo02","stewash01","suzukic01",13175000,1873,1.11962016916048
"boonebr01","gonzalu01","stewash01",10266666,1872,1.17189437421383
"camermi01","stewash01","suzukic01",11266667,1872,1.10537966283137
"heltoto01","ordonma01","suzukic01",14366667,1872,1.19464618512981
"stewash01","suzukic01","youngdm01",11350000,1872,1.1029589119929
"aurilri01","mientdo01","suzukic01",9131667,1871,1.13685752401737
"bagweje01","stewash01","vinafe01",13016666,1871,1.12517271021312
"beltrca01","koskico01","suzukic01",6391667,1871,1.10586441755095
"biggicr01","koskico01","suzukic01",13716667,1871,1.12571475944762
"boonebr01","pierrju01","vinafe01",7798333,1871,1.10706215492771
"jeterde01","pierrju01","stewash01",14998333,1871,1.12662275134991
"koskico01","pierrju01","suzukic01",6181667,1871,1.12174330389352
"abreubo01","pujolal01","suzukic01",10849667,1870,1.17790026169965
"aurilri01","beltrca01","biggicr01",11425000,1870,1.11324999925593
"aurilri01","beltrca01","pierrju01",3890000,1870,1.10927854370183
"aurilri01","biggicr01","pierrju01",11215000,1870,1.1291288855985
"aurilri01","grievbe01","suzukic01",11666667,1870,1.12273301837507
"boonebr01","floydcl01","suzukic01",14416667,1870,1.14324131758144
"boonebr01","kentje01","stewash01",11433333,1870,1.11257581920562
"glaustr01","pujolal01","suzukic01",7116667,1870,1.15166599102682
"guerrvl01","stewash01","vinafe01",12516666,1870,1.10473235079204
"kleskry01","stewash01","suzukic01",13600000,1870,1.1365441007505
"aurilri01","higgibo02","suzukic01",14241667,1869,1.11736466196375
"aurilri01","ordonma01","stewash01",9183333,1869,1.12138495586784
"bagweje01","berkmla01","suzukic01",12471667,1869,1.20919348753427
"berkmla01","palmera01","suzukic01",14971667,1869,1.19265632873769
"boonebr01","rolensc01","suzukic01",14416667,1869,1.13198837470072
"heltoto01","pujolal01","suzukic01",10816667,1869,1.21608902886773
"nevinph01","suzukic01","vinafe01",11625000,1869,1.12591490101069
"abreubo01","glaustr01","suzukic01",11899667,1868,1.14216893715476
"aurilri01","boonebr01","gonzalu01",11333333,1868,1.16963886701709
"aurilri01","camermi01","suzukic01",12333334,1868,1.10312415563463
"aurilri01","suzukic01","youngdm01",12416667,1868,1.10070340479616
"beltrca01","suzukic01","sweenmi01",11091667,1868,1.11777839468021
"berkmla01","guerrvl01","suzukic01",11971667,1868,1.18875312811318
"pierrju01","suzukic01","sweenmi01",10881667,1868,1.13365728102279
"aurilri01","bagweje01","vinafe01",14083333,1867,1.12291720301638
"eckstda01","ordonma01","suzukic01",9616667,1867,1.11792978047575
"glaustr01","heltoto01","suzukic01",11866667,1867,1.18035770432285
"nixontr01","stewash01","suzukic01",8240000,1867,1.12892709585582
"aurilri01","boonebr01","kentje01",12500000,1866,1.11032031200888
"aurilri01","guerrvl01","vinafe01",13583333,1866,1.1024768435953
"aurilri01","kleskry01","suzukic01",14666667,1866,1.13428859355376
"aurilri01","pujolal01","stewash01",5633333,1866,1.14282779960577
"beltrca01","gonzalu01","stewash01",7441666,1866,1.16192909680931
"biggicr01","gonzalu01","stewash01",14766666,1866,1.18177943870598
"gonzalu01","pierrju01","stewash01",7231666,1866,1.17780798315189
"mientdo01","suzukic01","vinafe01",10215000,1866,1.12467585783874
"beltrca01","biggicr01","vinafe01",12508333,1865,1.10106833307729
"beltrca01","pierrju01","vinafe01",4973333,1865,1.0970968775232
"biggicr01","pierrju01","vinafe01",12298333,1865,1.11694721941987
"caseyse01","stewash01","suzukic01",10850000,1865,1.12157918061317
"grievbe01","suzukic01","vinafe01",12750000,1865,1.11055135219643
"abreubo01","aurilri01","stewash01",10416333,1864,1.13333074573371
"aurilri01","glaustr01","stewash01",6683333,1864,1.10709647506088
"beltrca01","floydcl01","suzukic01",11591667,1864,1.13327604017693
"beltrca01","kentje01","stewash01",8608333,1864,1.1026105418011
"eckstda01","pujolal01","suzukic01",6066667,1864,1.13937262421368
"floydcl01","pierrju01","suzukic01",11381667,1864,1.1491549265195
"kentje01","pierrju01","stewash01",8398333,1864,1.11848942814368
"ordonma01","stewash01","vinafe01",10266666,1864,1.1092032896892
"aurilri01","heltoto01","stewash01",10383333,1863,1.1715195129018
"aurilri01","nixontr01","suzukic01",9306667,1863,1.12667158865908
"bagweje01","boonebr01","stewash01",11933333,1863,1.14081248539135
"beltrca01","rolensc01","suzukic01",11591667,1863,1.1220230972962
"boonebr01","gonzalu01","vinafe01",12416666,1863,1.15745720083845
"boonebr01","palmera01","stewash01",14433333,1863,1.12427532659478
"gonzalu01","koskico01","suzukic01",10800000,1863,1.17213834980426
"pierrju01","rolensc01","suzukic01",11381667,1863,1.13790198363878
"stewash01","suzukic01","zeileto01",14683333,1863,1.11200868574855
"abreubo01","eckstda01","suzukic01",10849667,1862,1.12987557034162
"aurilri01","beltrca01","gonzalu01",8508333,1862,1.15967358961258
"aurilri01","gonzalu01","pierrju01",8298333,1862,1.17555247595515
"berkmla01","ordonma01","suzukic01",9721667,1862,1.19322406701035
"boonebr01","guerrvl01","stewash01",11433333,1862,1.12037212597027
"eckstda01","glaustr01","suzukic01",7116667,1862,1.10364129966879
"aurilri01","caseyse01","suzukic01",11916667,1861,1.11932367341643
"boonebr01","kentje01","vinafe01",13583333,1861,1.09813864583024
"boonebr01","nevinph01","suzukic01",10541667,1861,1.14155467618892
"eckstda01","heltoto01","suzukic01",10816667,1861,1.16806433750971
"kentje01","koskico01","suzukic01",11966667,1861,1.11281979479605
"pujolal01","stewash01","vinafe01",6716666,1861,1.13064613342713
"aurilri01","beltrca01","kentje01",9675000,1860,1.10035503460437
"aurilri01","kentje01","pierrju01",9465000,1860,1.11623392094694
"aurilri01","ordonma01","vinafe01",11333333,1860,1.10694778249247
"cirilje01","stewash01","suzukic01",12700000,1860,1.11663412566811
"abreubo01","stewash01","vinafe01",11499666,1859,1.12114907955508
"aurilri01","bagweje01","boonebr01",13000000,1859,1.13855697819461
"berkmla01","pujolal01","suzukic01",6171667,1859,1.21466691074827
"glaustr01","stewash01","vinafe01",7766666,1859,1.09491480888225
"aurilri01","boonebr01","guerrvl01",12500000,1858,1.11811661877353
"aurilri01","eckstda01","stewash01",5633333,1858,1.09480310824774
"boonebr01","mientdo01","suzukic01",9131667,1858,1.14031563301697
"gilesbr02","pujolal01","suzukic01",13200000,1858,1.18799518346927
"heltoto01","stewash01","vinafe01",11466666,1858,1.15933784672316
"nixontr01","suzukic01","vinafe01",10390000,1858,1.11448992248044
"abreubo01","berkmla01","suzukic01",10954667,1857,1.20516985687622
"alomaro01","pujolal01","suzukic01",13616667,1857,1.19910501129137
"aurilri01","pujolal01","vinafe01",7783333,1857,1.12839062623039
"bagweje01","beltrca01","stewash01",9108333,1857,1.13084720798684
"bagweje01","pierrju01","stewash01",8898333,1857,1.14672609432941
"beltrca01","biggicr01","boonebr01",11425000,1857,1.11670810825553
"beltrca01","boonebr01","pierrju01",3890000,1857,1.11273665270143
"beltrca01","gonzalu01","vinafe01",9591666,1857,1.14749192343394
"beltrca01","palmera01","stewash01",11608333,1857,1.11431004919027
"berkmla01","glaustr01","suzukic01",7221667,1857,1.17893558620339
"biggicr01","boonebr01","pierrju01",11215000,1857,1.1325869945981
"boonebr01","grievbe01","suzukic01",11666667,1857,1.12619112737466
"gonzalu01","pierrju01","vinafe01",9381666,1857,1.16337080977651
"palmera01","pierrju01","stewash01",11398333,1857,1.13018893553284
"aurilri01","cirilje01","suzukic01",13766667,1856,1.11437861847137
"beltrca01","guerrvl01","stewash01",8608333,1856,1.11040684856575
"berkmla01","heltoto01","suzukic01",10921667,1856,1.2433586240443
"boonebr01","higgibo02","suzukic01",14241667,1856,1.12082277096334
"boonebr01","ordonma01","stewash01",9183333,1856,1.12484306486744
"caseyse01","suzukic01","vinafe01",13000000,1856,1.10714200723779
"coninje01","stewash01","suzukic01",10850000,1856,1.1385548560747
"gilesbr02","glaustr01","suzukic01",14250000,1856,1.15226385892439
"gonzalu01","kentje01","stewash01",13016666,1856,1.16888447405442
"guerrvl01","pierrju01","stewash01",8398333,1856,1.12628573490833
"abreubo01","aurilri01","vinafe01",12566333,1855,1.11889357235834
"alomaro01","glaustr01","suzukic01",14666667,1855,1.16337368674649
"aurilri01","glaustr01","vinafe01",8833333,1855,1.09265930168551
"beltrca01","nevinph01","suzukic01",7716667,1855,1.1315893987844
"boonebr01","camermi01","suzukic01",12333334,1855,1.10658226463423
"boonebr01","suzukic01","youngdm01",12416667,1855,1.10416151379575
"kentje01","pierrju01","vinafe01",10548333,1855,1.1040522547683
"nevinph01","pierrju01","suzukic01",7506667,1855,1.14746828512698
"aurilri01","heltoto01","vinafe01",12533333,1854,1.15708233952642
"bagweje01","boonebr01","vinafe01",14083333,1854,1.12637531201598
"bagweje01","koskico01","suzukic01",12466667,1854,1.14105646098179
"koskico01","palmera01","suzukic01",14966667,1854,1.12451930218521
"olerujo01","pujolal01","suzukic01",12566667,1854,1.18561429361169
"aurilri01","bagweje01","beltrca01",10175000,1853,1.1285917007901
"aurilri01","bagweje01","pierrju01",9965000,1853,1.14447058713267
"aurilri01","beltrca01","palmera01",12675000,1853,1.11205454199353
"aurilri01","berkmla01","stewash01",5738333,1853,1.17009739478234
"aurilri01","palmera01","pierrju01",12465000,1853,1.1279334283361
"beltrca01","greensh01","pierrju01",12806667,1853,1.11279912862217
"boonebr01","guerrvl01","vinafe01",13583333,1853,1.10593495259489
"boonebr01","kleskry01","suzukic01",14666667,1853,1.13774670255336
"boonebr01","pujolal01","stewash01",5633333,1853,1.14628590860536
"guerrvl01","koskico01","suzukic01",11966667,1853,1.1206161015607
"aurilri01","beltrca01","guerrvl01",9675000,1852,1.10815134136902
"aurilri01","boonebr01","ordonma01",10250000,1852,1.1225875576707
"aurilri01","coninje01","suzukic01",11916667,1852,1.13629934887796
"aurilri01","gilesbr02","stewash01",12766666,1852,1.14342566750334
"aurilri01","gonzalu01","kentje01",14083333,1852,1.16662896685768
"aurilri01","guerrvl01","pierrju01",9465000,1852,1.12403022771159
"beltrca01","mientdo01","suzukic01",6306667,1852,1.13035035561245
"biggicr01","mientdo01","suzukic01",13631667,1852,1.15020069750912
"giambja01","stewash01","suzukic01",11953333,1852,1.22943171059684
"glaustr01","olerujo01","suzukic01",13616667,1852,1.14988296906681
"mientdo01","pierrju01","suzukic01",6096667,1852,1.14622924195503
"abreubo01","boonebr01","stewash01",10416333,1851,1.13678885473331
"alomaro01","aurilri01","stewash01",13183333,1851,1.15453549532544
"beltrca01","biggicr01","pierrju01",8390000,1851,1.12262171719359
"beltrca01","grievbe01","suzukic01",8841667,1851,1.11622584997015
"berkmla01","eckstda01","suzukic01",6171667,1851,1.16664221939025
"boonebr01","glaustr01","stewash01",6683333,1851,1.11055458406048
"cirilje01","suzukic01","vinafe01",14850000,1851,1.10219695229274
"grievbe01","pierrju01","suzukic01",8631667,1851,1.13210473631272
"beltrca01","higgibo02","suzukic01",11416667,1850,1.11085749355883
"beltrca01","ordonma01","stewash01",6358333,1850,1.11487778746292
"biggicr01","ordonma01","stewash01",13683333,1850,1.13472812935959
"boonebr01","heltoto01","stewash01",10383333,1850,1.17497762190139
"boonebr01","nixontr01","suzukic01",9306667,1850,1.13012969765868
"eckstda01","gilesbr02","suzukic01",13200000,1850,1.13997049211125
"higgibo02","pierrju01","suzukic01",11206667,1850,1.1267363799014
"ordonma01","pierrju01","stewash01",6148333,1850,1.1307566738055
"alomaro01","eckstda01","suzukic01",13616667,1849,1.15108031993335
"aurilri01","boonebr01","pujolal01",6700000,1849,1.14403040140862
"bagweje01","gonzalu01","stewash01",13516666,1849,1.19712114024015
"beltrca01","boonebr01","gonzalu01",8508333,1849,1.16313169861217
"beltrca01","camermi01","suzukic01",9508334,1849,1.09661698722971
"beltrca01","suzukic01","youngdm01",9591667,1849,1.09419623639124
"boonebr01","gonzalu01","pierrju01",8298333,1849,1.17901058495474
"camermi01","pierrju01","suzukic01",9298334,1849,1.11249587357229
"greensh01","pujolal01","stewash01",14550000,1849,1.1463483845261
"pierrju01","suzukic01","youngdm01",9381667,1849,1.11007512273381
"aurilri01","giambja01","suzukic01",13020000,1848,1.22717620340011
"aurilri01","olerujo01","stewash01",12133333,1848,1.14104477764575
"bagweje01","beltrca01","vinafe01",11258333,1848,1.11641003461146
"bagweje01","pierrju01","vinafe01",11048333,1848,1.13228892095404
"beltrca01","jeterde01","pierrju01",13240000,1848,1.11786007574826
"beltrca01","palmera01","vinafe01",13758333,1848,1.09987287581489
"berkmla01","stewash01","vinafe01",6821666,1848,1.1579157286037
"boonebr01","caseyse01","suzukic01",11916667,1848,1.12278178241602
"gonzalu01","guerrvl01","stewash01",13016666,1848,1.17668078081907
"palmera01","pierrju01","vinafe01",13548333,1848,1.11575176215746
"abreubo01","aurilri01","boonebr01",11483000,1847,1.13453334753657
"aurilri01","boonebr01","glaustr01",7750000,1847,1.10829907686374
"bagweje01","kentje01","stewash01",14683333,1847,1.13780258523194
"beltrca01","boonebr01","kentje01",9675000,1847,1.10381314360396
"beltrca01","guerrvl01","vinafe01",10758333,1847,1.09596967519038
"beltrca01","kleskry01","suzukic01",11841667,1847,1.12778142514884
"beltrca01","pujolal01","stewash01",2808333,1847,1.13632063120085
"biggicr01","pujolal01","stewash01",10133333,1847,1.15617097309752
"boonebr01","kentje01","pierrju01",9465000,1847,1.11969202994653
"boonebr01","ordonma01","vinafe01",11333333,1847,1.11040589149206
"coninje01","suzukic01","vinafe01",13000000,1847,1.12411768269932
"gilesbr02","stewash01","vinafe01",13849999,1847,1.1312440013247
"gonzalu01","nevinph01","suzukic01",12125000,1847,1.19786333103772
"guerrvl01","pierrju01","vinafe01",10548333,1847,1.11184856153295
"kleskry01","pierrju01","suzukic01",11631667,1847,1.14366031149142
"koskico01","ordonma01","suzukic01",9716667,1847,1.12508704045787
"pierrju01","pujolal01","stewash01",2598333,1847,1.15219951754342
"alomaro01","stewash01","vinafe01",14266666,1846,1.1423538291468
"aurilri01","beltrca01","ordonma01",7425000,1846,1.11262228026618
"aurilri01","biggicr01","ordonma01",14750000,1846,1.13247262216285
"aurilri01","boonebr01","heltoto01",11450000,1846,1.17272211470465
"aurilri01","ordonma01","pierrju01",7215000,1846,1.12850116660876
"eckstda01","olerujo01","suzukic01",12566667,1846,1.13758960225366
"guerrvl01","kentje01","stewash01",14183333,1846,1.11736222581086
"abreubo01","beltrca01","stewash01",7591333,1845,1.12682357732879
"abreubo01","biggicr01","stewash01",14916333,1845,1.14667391922546
"abreubo01","pierrju01","stewash01",7381333,1845,1.14270246367137
"aloumo01","stewash01","suzukic01",13100000,1845,1.14840075261546
"aurilri01","bagweje01","gonzalu01",14583333,1845,1.19486563304341
"beltrca01","glaustr01","stewash01",3858333,1845,1.10058930665596
"berkmla01","gilesbr02","suzukic01",13305000,1845,1.21526477864585
"biggicr01","glaustr01","stewash01",11183333,1845,1.12043964855263
"boonebr01","eckstda01","stewash01",5633333,1845,1.09826121724734
"glaustr01","pierrju01","stewash01",3648333,1845,1.11646819299854
"kentje01","nevinph01","suzukic01",13291667,1845,1.13854477602951
"alomaro01","berkmla01","suzukic01",13721667,1844,1.22637460646795
"aurilri01","berkmla01","vinafe01",7888333,1844,1.15566022140696
"aurilri01","gonzalu01","guerrvl01",14083333,1844,1.17442527362233
"beltrca01","heltoto01","stewash01",7558333,1844,1.16501234449688
"beltrca01","nixontr01","suzukic01",6481667,1844,1.12016442025416
"biggicr01","heltoto01","stewash01",14883333,1844,1.18486268639355
"biggicr01","nixontr01","suzukic01",13806667,1844,1.14001476215083
"boonebr01","pujolal01","vinafe01",7783333,1844,1.13184873522999
"gonzalu01","mientdo01","suzukic01",10715000,1844,1.19662428786577
"heltoto01","pierrju01","stewash01",7348333,1844,1.18089123083945
"hidalri01","stewash01","suzukic01",11350000,1844,1.10834943677634
"jeterde01","pujolal01","stewash01",14983333,1844,1.15140933165219
"koskico01","pujolal01","suzukic01",6166667,1844,1.1465298841958
"nixontr01","pierrju01","suzukic01",6271667,1844,1.13604330659674
"ordonma01","suzukic01","sweenmi01",14416667,1844,1.13700101758714
"aurilri01","beltrca01","pujolal01",3875000,1843,1.13406512400411
"aurilri01","biggicr01","pujolal01",11200000,1843,1.15391546590078
"aurilri01","gilesbr02","vinafe01",14916666,1843,1.12898849412796
"aurilri01","pierrju01","pujolal01",3665000,1843,1.14994401034668
"beltrca01","biggicr01","gonzalu01",13008333,1843,1.17301676310433
"beltrca01","gonzalu01","pierrju01",5473333,1843,1.16904530755023
"biggicr01","gonzalu01","pierrju01",12798333,1843,1.1888956494469
"boonebr01","cirilje01","suzukic01",13766667,1843,1.11783672747097
"giambja01","suzukic01","vinafe01",14103333,1843,1.21499453722147
"gonzalu01","grievbe01","suzukic01",13250000,1843,1.18249978222346
"olerujo01","stewash01","vinafe01",13216666,1843,1.12886311146712
"abreubo01","boonebr01","vinafe01",12566333,1842,1.12235168135793
"abreubo01","koskico01","suzukic01",10949667,1842,1.13703283032374
"beltrca01","caseyse01","suzukic01",9091667,1842,1.11281650501151
"boonebr01","glaustr01","vinafe01",8833333,1842,1.0961174106851
"caseyse01","pierrju01","suzukic01",8881667,1842,1.12869539135408
